question_id,noise_rate,mode,n_gold,n_derived_goals,true_positives,false_positives,false_negatives,precision,recall,f1
3hop_comp_0,0.0,classic_lp,73,73,73,0,0,1.0,1.0,1.0
3hop_comp_0,0.0,sell,73,22,22,0,51,1.0,0.3013698630136986,0.4631578947368421
3hop_comp_3,0.0,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_3,0.0,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_9,0.0,classic_lp,60,60,60,0,0,1.0,1.0,1.0
3hop_comp_9,0.0,sell,60,17,17,0,43,1.0,0.2833333333333333,0.4415584415584416
3hop_comp_10,0.0,classic_lp,76,76,76,0,0,1.0,1.0,1.0
3hop_comp_10,0.0,sell,76,24,24,0,52,1.0,0.3157894736842105,0.4799999999999999
3hop_comp_13,0.0,classic_lp,74,74,74,0,0,1.0,1.0,1.0
3hop_comp_13,0.0,sell,74,22,22,0,52,1.0,0.2972972972972973,0.4583333333333333
3hop_comp_15,0.0,classic_lp,64,64,64,0,0,1.0,1.0,1.0
3hop_comp_15,0.0,sell,64,15,15,0,49,1.0,0.234375,0.379746835443038
3hop_comp_21,0.0,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_21,0.0,sell,79,34,34,0,45,1.0,0.43037974683544306,0.6017699115044248
3hop_comp_26,0.0,classic_lp,80,80,80,0,0,1.0,1.0,1.0
3hop_comp_26,0.0,sell,80,35,35,0,45,1.0,0.4375,0.6086956521739131
3hop_comp_29,0.0,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_29,0.0,sell,78,30,30,0,48,1.0,0.38461538461538464,0.5555555555555556
3hop_comp_32,0.0,classic_lp,80,80,80,0,0,1.0,1.0,1.0
3hop_comp_32,0.0,sell,80,31,31,0,49,1.0,0.3875,0.5585585585585586
3hop_comp_35,0.0,classic_lp,77,77,77,0,0,1.0,1.0,1.0
3hop_comp_35,0.0,sell,77,23,23,0,54,1.0,0.2987012987012987,0.45999999999999996
3hop_comp_36,0.0,classic_lp,71,71,71,0,0,1.0,1.0,1.0
3hop_comp_36,0.0,sell,71,17,17,0,54,1.0,0.23943661971830985,0.38636363636363635
3hop_comp_43,0.0,classic_lp,53,53,53,0,0,1.0,1.0,1.0
3hop_comp_43,0.0,sell,53,15,15,0,38,1.0,0.2830188679245283,0.4411764705882353
3hop_comp_46,0.0,classic_lp,65,65,65,0,0,1.0,1.0,1.0
3hop_comp_46,0.0,sell,65,23,23,0,42,1.0,0.35384615384615387,0.5227272727272727
3hop_comp_53,0.0,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_53,0.0,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_59,0.0,classic_lp,66,66,66,0,0,1.0,1.0,1.0
3hop_comp_59,0.0,sell,66,15,15,0,51,1.0,0.22727272727272727,0.37037037037037035
3hop_comp_60,0.0,classic_lp,64,64,64,0,0,1.0,1.0,1.0
3hop_comp_60,0.0,sell,64,30,30,0,34,1.0,0.46875,0.6382978723404256
3hop_comp_64,0.0,classic_lp,61,61,61,0,0,1.0,1.0,1.0
3hop_comp_64,0.0,sell,61,22,22,0,39,1.0,0.36065573770491804,0.5301204819277109
3hop_comp_67,0.0,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_67,0.0,sell,75,28,28,0,47,1.0,0.37333333333333335,0.5436893203883496
3hop_comp_72,0.0,classic_lp,74,74,74,0,0,1.0,1.0,1.0
3hop_comp_72,0.0,sell,74,28,28,0,46,1.0,0.3783783783783784,0.5490196078431372
3hop_comp_73,0.0,classic_lp,72,72,72,0,0,1.0,1.0,1.0
3hop_comp_73,0.0,sell,72,35,35,0,37,1.0,0.4861111111111111,0.6542056074766355
3hop_comp_75,0.0,classic_lp,71,83,71,12,0,0.8554216867469879,1.0,0.922077922077922
3hop_comp_75,0.0,sell,71,29,27,2,44,0.9310344827586207,0.38028169014084506,0.54
3hop_comp_77,0.0,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_77,0.0,sell,78,24,24,0,54,1.0,0.3076923076923077,0.47058823529411764
3hop_comp_81,0.0,classic_lp,70,70,70,0,0,1.0,1.0,1.0
3hop_comp_81,0.0,sell,70,21,21,0,49,1.0,0.3,0.4615384615384615
3hop_comp_84,0.0,classic_lp,76,76,76,0,0,1.0,1.0,1.0
3hop_comp_84,0.0,sell,76,26,26,0,50,1.0,0.34210526315789475,0.5098039215686275
3hop_comp_85,0.0,classic_lp,69,69,69,0,0,1.0,1.0,1.0
3hop_comp_85,0.0,sell,69,23,23,0,46,1.0,0.3333333333333333,0.5
3hop_comp_86,0.0,classic_lp,77,77,77,0,0,1.0,1.0,1.0
3hop_comp_86,0.0,sell,77,27,27,0,50,1.0,0.35064935064935066,0.5192307692307693
3hop_comp_87,0.0,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_87,0.0,sell,79,39,39,0,40,1.0,0.4936708860759494,0.6610169491525424
3hop_comp_94,0.0,classic_lp,56,56,56,0,0,1.0,1.0,1.0
3hop_comp_94,0.0,sell,56,15,15,0,41,1.0,0.26785714285714285,0.4225352112676056
3hop_comp_96,0.0,classic_lp,69,69,69,0,0,1.0,1.0,1.0
3hop_comp_96,0.0,sell,69,26,26,0,43,1.0,0.37681159420289856,0.5473684210526316
3hop_comp_100,0.0,classic_lp,52,52,52,0,0,1.0,1.0,1.0
3hop_comp_100,0.0,sell,52,16,16,0,36,1.0,0.3076923076923077,0.47058823529411764
3hop_comp_103,0.0,classic_lp,51,51,51,0,0,1.0,1.0,1.0
3hop_comp_103,0.0,sell,51,15,15,0,36,1.0,0.29411764705882354,0.45454545454545453
3hop_comp_105,0.0,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_105,0.0,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_108,0.0,classic_lp,76,76,76,0,0,1.0,1.0,1.0
3hop_comp_108,0.0,sell,76,27,27,0,49,1.0,0.35526315789473684,0.5242718446601942
3hop_comp_109,0.0,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_109,0.0,sell,78,31,31,0,47,1.0,0.3974358974358974,0.5688073394495413
3hop_comp_110,0.0,classic_lp,55,55,55,0,0,1.0,1.0,1.0
3hop_comp_110,0.0,sell,55,17,17,0,38,1.0,0.3090909090909091,0.4722222222222222
3hop_comp_112,0.0,classic_lp,37,37,37,0,0,1.0,1.0,1.0
3hop_comp_112,0.0,sell,37,18,18,0,19,1.0,0.4864864864864865,0.6545454545454547
3hop_comp_115,0.0,classic_lp,69,69,69,0,0,1.0,1.0,1.0
3hop_comp_115,0.0,sell,69,24,24,0,45,1.0,0.34782608695652173,0.5161290322580645
3hop_comp_116,0.0,classic_lp,64,64,64,0,0,1.0,1.0,1.0
3hop_comp_116,0.0,sell,64,27,27,0,37,1.0,0.421875,0.5934065934065934
3hop_comp_120,0.0,classic_lp,80,80,80,0,0,1.0,1.0,1.0
3hop_comp_120,0.0,sell,80,26,26,0,54,1.0,0.325,0.4905660377358491
3hop_comp_121,0.0,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_121,0.0,sell,75,16,16,0,59,1.0,0.21333333333333335,0.3516483516483517
3hop_comp_122,0.0,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_122,0.0,sell,78,26,26,0,52,1.0,0.3333333333333333,0.5
3hop_comp_123,0.0,classic_lp,48,48,48,0,0,1.0,1.0,1.0
3hop_comp_123,0.0,sell,48,15,15,0,33,1.0,0.3125,0.47619047619047616
3hop_comp_130,0.0,classic_lp,70,70,70,0,0,1.0,1.0,1.0
3hop_comp_130,0.0,sell,70,18,18,0,52,1.0,0.2571428571428571,0.40909090909090906
3hop_comp_132,0.0,classic_lp,73,73,73,0,0,1.0,1.0,1.0
3hop_comp_132,0.0,sell,73,24,24,0,49,1.0,0.3287671232876712,0.49484536082474223
3hop_comp_137,0.0,classic_lp,80,80,80,0,0,1.0,1.0,1.0
3hop_comp_137,0.0,sell,80,29,29,0,51,1.0,0.3625,0.5321100917431192
3hop_comp_142,0.0,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_142,0.0,sell,79,31,31,0,48,1.0,0.3924050632911392,0.5636363636363637
3hop_comp_0,0.1,classic_lp,73,66,66,0,7,1.0,0.9041095890410958,0.949640287769784
3hop_comp_0,0.1,sell,73,22,22,0,51,1.0,0.3013698630136986,0.4631578947368421
3hop_comp_3,0.1,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_3,0.1,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_9,0.1,classic_lp,60,60,60,0,0,1.0,1.0,1.0
3hop_comp_9,0.1,sell,60,17,17,0,43,1.0,0.2833333333333333,0.4415584415584416
3hop_comp_10,0.1,classic_lp,76,76,76,0,0,1.0,1.0,1.0
3hop_comp_10,0.1,sell,76,24,24,0,52,1.0,0.3157894736842105,0.4799999999999999
3hop_comp_13,0.1,classic_lp,74,74,74,0,0,1.0,1.0,1.0
3hop_comp_13,0.1,sell,74,22,22,0,52,1.0,0.2972972972972973,0.4583333333333333
3hop_comp_15,0.1,classic_lp,64,64,64,0,0,1.0,1.0,1.0
3hop_comp_15,0.1,sell,64,15,15,0,49,1.0,0.234375,0.379746835443038
3hop_comp_21,0.1,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_21,0.1,sell,79,34,34,0,45,1.0,0.43037974683544306,0.6017699115044248
3hop_comp_26,0.1,classic_lp,80,80,80,0,0,1.0,1.0,1.0
3hop_comp_26,0.1,sell,80,35,35,0,45,1.0,0.4375,0.6086956521739131
3hop_comp_29,0.1,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_29,0.1,sell,78,30,30,0,48,1.0,0.38461538461538464,0.5555555555555556
3hop_comp_32,0.1,classic_lp,80,74,70,4,10,0.9459459459459459,0.875,0.9090909090909091
3hop_comp_32,0.1,sell,80,31,31,0,49,1.0,0.3875,0.5585585585585586
3hop_comp_35,0.1,classic_lp,77,71,66,5,11,0.9295774647887324,0.8571428571428571,0.8918918918918918
3hop_comp_35,0.1,sell,77,24,23,1,54,0.9583333333333334,0.2987012987012987,0.4554455445544554
3hop_comp_36,0.1,classic_lp,71,71,71,0,0,1.0,1.0,1.0
3hop_comp_36,0.1,sell,71,17,17,0,54,1.0,0.23943661971830985,0.38636363636363635
3hop_comp_43,0.1,classic_lp,53,53,53,0,0,1.0,1.0,1.0
3hop_comp_43,0.1,sell,53,15,15,0,38,1.0,0.2830188679245283,0.4411764705882353
3hop_comp_46,0.1,classic_lp,65,77,61,16,4,0.7922077922077922,0.9384615384615385,0.8591549295774646
3hop_comp_46,0.1,sell,65,27,21,6,44,0.7777777777777778,0.3230769230769231,0.45652173913043476
3hop_comp_53,0.1,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_53,0.1,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_59,0.1,classic_lp,66,66,66,0,0,1.0,1.0,1.0
3hop_comp_59,0.1,sell,66,15,15,0,51,1.0,0.22727272727272727,0.37037037037037035
3hop_comp_60,0.1,classic_lp,64,64,64,0,0,1.0,1.0,1.0
3hop_comp_60,0.1,sell,64,30,30,0,34,1.0,0.46875,0.6382978723404256
3hop_comp_64,0.1,classic_lp,61,61,61,0,0,1.0,1.0,1.0
3hop_comp_64,0.1,sell,61,22,22,0,39,1.0,0.36065573770491804,0.5301204819277109
3hop_comp_67,0.1,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_67,0.1,sell,75,28,28,0,47,1.0,0.37333333333333335,0.5436893203883496
3hop_comp_72,0.1,classic_lp,74,74,74,0,0,1.0,1.0,1.0
3hop_comp_72,0.1,sell,74,28,28,0,46,1.0,0.3783783783783784,0.5490196078431372
3hop_comp_73,0.1,classic_lp,72,72,72,0,0,1.0,1.0,1.0
3hop_comp_73,0.1,sell,72,35,35,0,37,1.0,0.4861111111111111,0.6542056074766355
3hop_comp_75,0.1,classic_lp,71,77,61,16,10,0.7922077922077922,0.8591549295774648,0.8243243243243243
3hop_comp_75,0.1,sell,71,25,21,4,50,0.84,0.29577464788732394,0.4375
3hop_comp_77,0.1,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_77,0.1,sell,78,24,24,0,54,1.0,0.3076923076923077,0.47058823529411764
3hop_comp_81,0.1,classic_lp,70,57,53,4,17,0.9298245614035088,0.7571428571428571,0.8346456692913385
3hop_comp_81,0.1,sell,70,21,20,1,50,0.9523809523809523,0.2857142857142857,0.4395604395604395
3hop_comp_84,0.1,classic_lp,76,76,76,0,0,1.0,1.0,1.0
3hop_comp_84,0.1,sell,76,26,26,0,50,1.0,0.34210526315789475,0.5098039215686275
3hop_comp_85,0.1,classic_lp,69,69,69,0,0,1.0,1.0,1.0
3hop_comp_85,0.1,sell,69,23,23,0,46,1.0,0.3333333333333333,0.5
3hop_comp_86,0.1,classic_lp,77,77,77,0,0,1.0,1.0,1.0
3hop_comp_86,0.1,sell,77,27,27,0,50,1.0,0.35064935064935066,0.5192307692307693
3hop_comp_87,0.1,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_87,0.1,sell,79,39,39,0,40,1.0,0.4936708860759494,0.6610169491525424
3hop_comp_94,0.1,classic_lp,56,41,35,6,21,0.8536585365853658,0.625,0.7216494845360826
3hop_comp_94,0.1,sell,56,14,11,3,45,0.7857142857142857,0.19642857142857142,0.3142857142857143
3hop_comp_96,0.1,classic_lp,69,73,69,4,0,0.9452054794520548,1.0,0.971830985915493
3hop_comp_96,0.1,sell,69,26,24,2,45,0.9230769230769231,0.34782608695652173,0.5052631578947369
3hop_comp_100,0.1,classic_lp,52,52,52,0,0,1.0,1.0,1.0
3hop_comp_100,0.1,sell,52,16,16,0,36,1.0,0.3076923076923077,0.47058823529411764
3hop_comp_103,0.1,classic_lp,51,51,51,0,0,1.0,1.0,1.0
3hop_comp_103,0.1,sell,51,15,15,0,36,1.0,0.29411764705882354,0.45454545454545453
3hop_comp_105,0.1,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_105,0.1,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_108,0.1,classic_lp,76,76,76,0,0,1.0,1.0,1.0
3hop_comp_108,0.1,sell,76,27,27,0,49,1.0,0.35526315789473684,0.5242718446601942
3hop_comp_109,0.1,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_109,0.1,sell,78,31,31,0,47,1.0,0.3974358974358974,0.5688073394495413
3hop_comp_110,0.1,classic_lp,55,38,30,8,25,0.7894736842105263,0.5454545454545454,0.6451612903225806
3hop_comp_110,0.1,sell,55,17,13,4,42,0.7647058823529411,0.23636363636363636,0.3611111111111111
3hop_comp_112,0.1,classic_lp,37,37,37,0,0,1.0,1.0,1.0
3hop_comp_112,0.1,sell,37,18,18,0,19,1.0,0.4864864864864865,0.6545454545454547
3hop_comp_115,0.1,classic_lp,69,74,66,8,3,0.8918918918918919,0.9565217391304348,0.9230769230769231
3hop_comp_115,0.1,sell,69,24,23,1,46,0.9583333333333334,0.3333333333333333,0.49462365591397844
3hop_comp_116,0.1,classic_lp,64,64,64,0,0,1.0,1.0,1.0
3hop_comp_116,0.1,sell,64,27,27,0,37,1.0,0.421875,0.5934065934065934
3hop_comp_120,0.1,classic_lp,80,80,80,0,0,1.0,1.0,1.0
3hop_comp_120,0.1,sell,80,26,26,0,54,1.0,0.325,0.4905660377358491
3hop_comp_121,0.1,classic_lp,75,58,50,8,25,0.8620689655172413,0.6666666666666666,0.7518796992481203
3hop_comp_121,0.1,sell,75,18,15,3,60,0.8333333333333334,0.2,0.3225806451612903
3hop_comp_122,0.1,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_122,0.1,sell,78,26,26,0,52,1.0,0.3333333333333333,0.5
3hop_comp_123,0.1,classic_lp,48,49,39,10,9,0.7959183673469388,0.8125,0.8041237113402061
3hop_comp_123,0.1,sell,48,16,15,1,33,0.9375,0.3125,0.46875
3hop_comp_130,0.1,classic_lp,70,70,70,0,0,1.0,1.0,1.0
3hop_comp_130,0.1,sell,70,18,18,0,52,1.0,0.2571428571428571,0.40909090909090906
3hop_comp_132,0.1,classic_lp,73,73,73,0,0,1.0,1.0,1.0
3hop_comp_132,0.1,sell,73,24,24,0,49,1.0,0.3287671232876712,0.49484536082474223
3hop_comp_137,0.1,classic_lp,80,84,80,4,0,0.9523809523809523,1.0,0.975609756097561
3hop_comp_137,0.1,sell,80,30,30,0,50,1.0,0.375,0.5454545454545454
3hop_comp_142,0.1,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_142,0.1,sell,79,31,31,0,48,1.0,0.3924050632911392,0.5636363636363637
3hop_comp_0,0.2,classic_lp,73,66,66,0,7,1.0,0.9041095890410958,0.949640287769784
3hop_comp_0,0.2,sell,73,22,22,0,51,1.0,0.3013698630136986,0.4631578947368421
3hop_comp_3,0.2,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_3,0.2,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_9,0.2,classic_lp,60,60,60,0,0,1.0,1.0,1.0
3hop_comp_9,0.2,sell,60,17,17,0,43,1.0,0.2833333333333333,0.4415584415584416
3hop_comp_10,0.2,classic_lp,76,76,76,0,0,1.0,1.0,1.0
3hop_comp_10,0.2,sell,76,24,24,0,52,1.0,0.3157894736842105,0.4799999999999999
3hop_comp_13,0.2,classic_lp,74,74,74,0,0,1.0,1.0,1.0
3hop_comp_13,0.2,sell,74,22,22,0,52,1.0,0.2972972972972973,0.4583333333333333
3hop_comp_15,0.2,classic_lp,64,46,38,8,26,0.8260869565217391,0.59375,0.6909090909090908
3hop_comp_15,0.2,sell,64,15,12,3,52,0.8,0.1875,0.3037974683544304
3hop_comp_21,0.2,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_21,0.2,sell,79,36,36,0,43,1.0,0.45569620253164556,0.6260869565217391
3hop_comp_26,0.2,classic_lp,80,88,80,8,0,0.9090909090909091,1.0,0.9523809523809523
3hop_comp_26,0.2,sell,80,40,37,3,43,0.925,0.4625,0.6166666666666667
3hop_comp_29,0.2,classic_lp,78,78,67,11,11,0.8589743589743589,0.8589743589743589,0.8589743589743589
3hop_comp_29,0.2,sell,78,33,30,3,48,0.9090909090909091,0.38461538461538464,0.5405405405405405
3hop_comp_32,0.2,classic_lp,80,86,78,8,2,0.9069767441860465,0.975,0.9397590361445783
3hop_comp_32,0.2,sell,80,29,29,0,51,1.0,0.3625,0.5321100917431192
3hop_comp_35,0.2,classic_lp,77,77,77,0,0,1.0,1.0,1.0
3hop_comp_35,0.2,sell,77,23,23,0,54,1.0,0.2987012987012987,0.45999999999999996
3hop_comp_36,0.2,classic_lp,71,81,67,14,4,0.8271604938271605,0.9436619718309859,0.8815789473684211
3hop_comp_36,0.2,sell,71,17,15,2,56,0.8823529411764706,0.2112676056338028,0.34090909090909094
3hop_comp_43,0.2,classic_lp,53,65,44,21,9,0.676923076923077,0.8301886792452831,0.7457627118644068
