question_id,noise_rate,mode,n_gold,n_derived_goals,true_positives,false_positives,false_negatives,precision,recall,f1
3hop_comp_43,0.2,sell,53,18,15,3,38,0.8333333333333334,0.2830188679245283,0.4225352112676056
3hop_comp_46,0.2,classic_lp,65,65,65,0,0,1.0,1.0,1.0
3hop_comp_46,0.2,sell,65,23,23,0,42,1.0,0.35384615384615387,0.5227272727272727
3hop_comp_53,0.2,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_53,0.2,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_59,0.2,classic_lp,66,57,57,0,9,1.0,0.8636363636363636,0.9268292682926829
3hop_comp_59,0.2,sell,66,15,15,0,51,1.0,0.22727272727272727,0.37037037037037035
3hop_comp_60,0.2,classic_lp,64,78,62,16,2,0.7948717948717948,0.96875,0.8732394366197183
3hop_comp_60,0.2,sell,64,30,28,2,36,0.9333333333333333,0.4375,0.5957446808510638
3hop_comp_64,0.2,classic_lp,61,61,61,0,0,1.0,1.0,1.0
3hop_comp_64,0.2,sell,61,22,22,0,39,1.0,0.36065573770491804,0.5301204819277109
3hop_comp_67,0.2,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_67,0.2,sell,75,28,28,0,47,1.0,0.37333333333333335,0.5436893203883496
3hop_comp_72,0.2,classic_lp,74,83,71,12,3,0.8554216867469879,0.9594594594594594,0.9044585987261146
3hop_comp_72,0.2,sell,74,31,28,3,46,0.9032258064516129,0.3783783783783784,0.5333333333333333
3hop_comp_73,0.2,classic_lp,72,82,69,13,3,0.8414634146341463,0.9583333333333334,0.8961038961038961
3hop_comp_73,0.2,sell,72,40,37,3,35,0.925,0.5138888888888888,0.6607142857142857
3hop_comp_75,0.2,classic_lp,71,77,61,16,10,0.7922077922077922,0.8591549295774648,0.8243243243243243
3hop_comp_75,0.2,sell,71,25,21,4,50,0.84,0.29577464788732394,0.4375
3hop_comp_77,0.2,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_77,0.2,sell,78,24,24,0,54,1.0,0.3076923076923077,0.47058823529411764
3hop_comp_81,0.2,classic_lp,70,57,53,4,17,0.9298245614035088,0.7571428571428571,0.8346456692913385
3hop_comp_81,0.2,sell,70,21,20,1,50,0.9523809523809523,0.2857142857142857,0.4395604395604395
3hop_comp_84,0.2,classic_lp,76,83,71,12,5,0.8554216867469879,0.9342105263157895,0.8930817610062893
3hop_comp_84,0.2,sell,76,26,24,2,52,0.9230769230769231,0.3157894736842105,0.47058823529411764
3hop_comp_85,0.2,classic_lp,69,69,69,0,0,1.0,1.0,1.0
3hop_comp_85,0.2,sell,69,23,23,0,46,1.0,0.3333333333333333,0.5
3hop_comp_86,0.2,classic_lp,77,77,77,0,0,1.0,1.0,1.0
3hop_comp_86,0.2,sell,77,27,27,0,50,1.0,0.35064935064935066,0.5192307692307693
3hop_comp_87,0.2,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_87,0.2,sell,79,39,39,0,40,1.0,0.4936708860759494,0.6610169491525424
3hop_comp_94,0.2,classic_lp,56,41,35,6,21,0.8536585365853658,0.625,0.7216494845360826
3hop_comp_94,0.2,sell,56,14,11,3,45,0.7857142857142857,0.19642857142857142,0.3142857142857143
3hop_comp_96,0.2,classic_lp,69,73,69,4,0,0.9452054794520548,1.0,0.971830985915493
3hop_comp_96,0.2,sell,69,26,24,2,45,0.9230769230769231,0.34782608695652173,0.5052631578947369
3hop_comp_100,0.2,classic_lp,52,71,48,23,4,0.676056338028169,0.9230769230769231,0.7804878048780487
3hop_comp_100,0.2,sell,52,17,15,2,37,0.8823529411764706,0.28846153846153844,0.4347826086956522
3hop_comp_103,0.2,classic_lp,51,51,51,0,0,1.0,1.0,1.0
3hop_comp_103,0.2,sell,51,15,15,0,36,1.0,0.29411764705882354,0.45454545454545453
3hop_comp_105,0.2,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_105,0.2,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_108,0.2,classic_lp,76,76,76,0,0,1.0,1.0,1.0
3hop_comp_108,0.2,sell,76,27,27,0,49,1.0,0.35526315789473684,0.5242718446601942
3hop_comp_109,0.2,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_109,0.2,sell,78,31,31,0,47,1.0,0.3974358974358974,0.5688073394495413
3hop_comp_110,0.2,classic_lp,55,38,30,8,25,0.7894736842105263,0.5454545454545454,0.6451612903225806
3hop_comp_110,0.2,sell,55,17,13,4,42,0.7647058823529411,0.23636363636363636,0.3611111111111111
3hop_comp_112,0.2,classic_lp,37,37,37,0,0,1.0,1.0,1.0
3hop_comp_112,0.2,sell,37,18,18,0,19,1.0,0.4864864864864865,0.6545454545454547
3hop_comp_115,0.2,classic_lp,69,72,65,7,4,0.9027777777777778,0.9420289855072463,0.9219858156028369
3hop_comp_115,0.2,sell,69,22,22,0,47,1.0,0.3188405797101449,0.48351648351648346
3hop_comp_116,0.2,classic_lp,64,65,54,11,10,0.8307692307692308,0.84375,0.8372093023255814
3hop_comp_116,0.2,sell,64,24,23,1,41,0.9583333333333334,0.359375,0.5227272727272727
3hop_comp_120,0.2,classic_lp,80,80,80,0,0,1.0,1.0,1.0
3hop_comp_120,0.2,sell,80,26,26,0,54,1.0,0.325,0.4905660377358491
3hop_comp_121,0.2,classic_lp,75,58,50,8,25,0.8620689655172413,0.6666666666666666,0.7518796992481203
3hop_comp_121,0.2,sell,75,18,15,3,60,0.8333333333333334,0.2,0.3225806451612903
3hop_comp_122,0.2,classic_lp,78,81,74,7,4,0.9135802469135802,0.9487179487179487,0.9308176100628931
3hop_comp_122,0.2,sell,78,28,27,1,51,0.9642857142857143,0.34615384615384615,0.5094339622641509
3hop_comp_123,0.2,classic_lp,48,48,48,0,0,1.0,1.0,1.0
3hop_comp_123,0.2,sell,48,15,15,0,33,1.0,0.3125,0.47619047619047616
3hop_comp_130,0.2,classic_lp,70,70,70,0,0,1.0,1.0,1.0
3hop_comp_130,0.2,sell,70,18,18,0,52,1.0,0.2571428571428571,0.40909090909090906
3hop_comp_132,0.2,classic_lp,73,73,73,0,0,1.0,1.0,1.0
3hop_comp_132,0.2,sell,73,24,24,0,49,1.0,0.3287671232876712,0.49484536082474223
3hop_comp_137,0.2,classic_lp,80,84,80,4,0,0.9523809523809523,1.0,0.975609756097561
3hop_comp_137,0.2,sell,80,30,30,0,50,1.0,0.375,0.5454545454545454
3hop_comp_142,0.2,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_142,0.2,sell,79,31,31,0,48,1.0,0.3924050632911392,0.5636363636363637
3hop_comp_0,0.3,classic_lp,73,73,67,6,6,0.9178082191780822,0.9178082191780822,0.9178082191780822
3hop_comp_0,0.3,sell,73,24,23,1,50,0.9583333333333334,0.3150684931506849,0.4742268041237113
3hop_comp_3,0.3,classic_lp,75,84,73,11,2,0.8690476190476191,0.9733333333333334,0.9182389937106918
3hop_comp_3,0.3,sell,75,26,25,1,50,0.9615384615384616,0.3333333333333333,0.495049504950495
3hop_comp_9,0.3,classic_lp,60,60,60,0,0,1.0,1.0,1.0
3hop_comp_9,0.3,sell,60,17,17,0,43,1.0,0.2833333333333333,0.4415584415584416
3hop_comp_10,0.3,classic_lp,76,82,71,11,5,0.8658536585365854,0.9342105263157895,0.8987341772151899
3hop_comp_10,0.3,sell,76,22,20,2,56,0.9090909090909091,0.2631578947368421,0.4081632653061224
3hop_comp_13,0.3,classic_lp,74,74,74,0,0,1.0,1.0,1.0
3hop_comp_13,0.3,sell,74,22,22,0,52,1.0,0.2972972972972973,0.4583333333333333
3hop_comp_15,0.3,classic_lp,64,72,56,16,8,0.7777777777777778,0.875,0.823529411764706
3hop_comp_15,0.3,sell,64,17,14,3,50,0.8235294117647058,0.21875,0.34567901234567905
3hop_comp_21,0.3,classic_lp,79,76,69,7,10,0.9078947368421053,0.8734177215189873,0.8903225806451613
3hop_comp_21,0.3,sell,79,32,31,1,48,0.96875,0.3924050632911392,0.5585585585585585
3hop_comp_26,0.3,classic_lp,80,90,80,10,0,0.8888888888888888,1.0,0.9411764705882353
3hop_comp_26,0.3,sell,80,37,36,1,44,0.972972972972973,0.45,0.6153846153846154
3hop_comp_29,0.3,classic_lp,78,78,78,0,0,1.0,1.0,1.0
3hop_comp_29,0.3,sell,78,30,30,0,48,1.0,0.38461538461538464,0.5555555555555556
3hop_comp_32,0.3,classic_lp,80,67,66,1,14,0.9850746268656716,0.825,0.8979591836734693
3hop_comp_32,0.3,sell,80,30,30,0,50,1.0,0.375,0.5454545454545454
3hop_comp_35,0.3,classic_lp,77,72,67,5,10,0.9305555555555556,0.8701298701298701,0.8993288590604027
3hop_comp_35,0.3,sell,77,23,22,1,55,0.9565217391304348,0.2857142857142857,0.44
3hop_comp_36,0.3,classic_lp,71,52,46,6,25,0.8846153846153846,0.647887323943662,0.7479674796747967
3hop_comp_36,0.3,sell,71,15,14,1,57,0.9333333333333333,0.19718309859154928,0.3255813953488372
3hop_comp_43,0.3,classic_lp,53,67,37,30,16,0.5522388059701493,0.6981132075471698,0.6166666666666666
3hop_comp_43,0.3,sell,53,16,11,5,42,0.6875,0.20754716981132076,0.31884057971014496
3hop_comp_46,0.3,classic_lp,65,68,60,8,5,0.8823529411764706,0.9230769230769231,0.9022556390977443
3hop_comp_46,0.3,sell,65,22,21,1,44,0.9545454545454546,0.3230769230769231,0.4827586206896552
3hop_comp_53,0.3,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_53,0.3,sell,75,25,25,0,50,1.0,0.3333333333333333,0.5
3hop_comp_59,0.3,classic_lp,66,76,61,15,5,0.8026315789473685,0.9242424242424242,0.8591549295774648
3hop_comp_59,0.3,sell,66,14,12,2,54,0.8571428571428571,0.18181818181818182,0.30000000000000004
3hop_comp_60,0.3,classic_lp,64,60,60,0,4,1.0,0.9375,0.967741935483871
3hop_comp_60,0.3,sell,64,26,26,0,38,1.0,0.40625,0.5777777777777777
3hop_comp_64,0.3,classic_lp,61,67,53,14,8,0.7910447761194029,0.8688524590163934,0.828125
3hop_comp_64,0.3,sell,61,23,22,1,39,0.9565217391304348,0.36065573770491804,0.5238095238095238
3hop_comp_67,0.3,classic_lp,75,76,70,6,5,0.9210526315789473,0.9333333333333333,0.9271523178807947
3hop_comp_67,0.3,sell,75,29,28,1,47,0.9655172413793104,0.37333333333333335,0.5384615384615384
3hop_comp_72,0.3,classic_lp,74,57,57,0,17,1.0,0.7702702702702703,0.8702290076335879
3hop_comp_72,0.3,sell,74,28,28,0,46,1.0,0.3783783783783784,0.5490196078431372
3hop_comp_73,0.3,classic_lp,72,83,72,11,0,0.8674698795180723,1.0,0.9290322580645161
3hop_comp_73,0.3,sell,72,38,35,3,37,0.9210526315789473,0.4861111111111111,0.6363636363636362
3hop_comp_75,0.3,classic_lp,71,71,71,0,0,1.0,1.0,1.0
3hop_comp_75,0.3,sell,71,23,23,0,48,1.0,0.323943661971831,0.4893617021276596
3hop_comp_77,0.3,classic_lp,78,82,74,8,4,0.9024390243902439,0.9487179487179487,0.9249999999999999
3hop_comp_77,0.3,sell,78,28,27,1,51,0.9642857142857143,0.34615384615384615,0.5094339622641509
3hop_comp_81,0.3,classic_lp,70,76,70,6,0,0.9210526315789473,1.0,0.958904109589041
3hop_comp_81,0.3,sell,70,24,23,1,47,0.9583333333333334,0.32857142857142857,0.4893617021276595
3hop_comp_84,0.3,classic_lp,76,83,73,10,3,0.8795180722891566,0.9605263157894737,0.9182389937106917
3hop_comp_84,0.3,sell,76,25,25,0,51,1.0,0.32894736842105265,0.4950495049504951
3hop_comp_85,0.3,classic_lp,69,78,65,13,4,0.8333333333333334,0.9420289855072463,0.8843537414965987
3hop_comp_85,0.3,sell,69,23,18,5,51,0.782608695652174,0.2608695652173913,0.391304347826087
3hop_comp_86,0.3,classic_lp,77,75,66,9,11,0.88,0.8571428571428571,0.8684210526315789
3hop_comp_86,0.3,sell,77,25,24,1,53,0.96,0.3116883116883117,0.47058823529411764
3hop_comp_87,0.3,classic_lp,79,81,74,7,5,0.9135802469135802,0.9367088607594937,0.9249999999999999
3hop_comp_87,0.3,sell,79,37,37,0,42,1.0,0.46835443037974683,0.6379310344827586
3hop_comp_94,0.3,classic_lp,56,43,35,8,21,0.813953488372093,0.625,0.7070707070707071
3hop_comp_94,0.3,sell,56,14,11,3,45,0.7857142857142857,0.19642857142857142,0.3142857142857143
3hop_comp_96,0.3,classic_lp,69,69,69,0,0,1.0,1.0,1.0
3hop_comp_96,0.3,sell,69,26,26,0,43,1.0,0.37681159420289856,0.5473684210526316
3hop_comp_100,0.3,classic_lp,52,63,41,22,11,0.6507936507936508,0.7884615384615384,0.7130434782608696
3hop_comp_100,0.3,sell,52,16,12,4,40,0.75,0.23076923076923078,0.3529411764705882
3hop_comp_103,0.3,classic_lp,51,51,51,0,0,1.0,1.0,1.0
3hop_comp_103,0.3,sell,51,15,15,0,36,1.0,0.29411764705882354,0.45454545454545453
3hop_comp_105,0.3,classic_lp,75,75,75,0,0,1.0,1.0,1.0
3hop_comp_105,0.3,sell,75,21,21,0,54,1.0,0.28,0.43750000000000006
3hop_comp_108,0.3,classic_lp,76,76,76,0,0,1.0,1.0,1.0
3hop_comp_108,0.3,sell,76,27,27,0,49,1.0,0.35526315789473684,0.5242718446601942
3hop_comp_109,0.3,classic_lp,78,82,76,6,2,0.926829268292683,0.9743589743589743,0.9500000000000001
3hop_comp_109,0.3,sell,78,33,33,0,45,1.0,0.4230769230769231,0.5945945945945945
3hop_comp_110,0.3,classic_lp,55,55,55,0,0,1.0,1.0,1.0
3hop_comp_110,0.3,sell,55,17,17,0,38,1.0,0.3090909090909091,0.4722222222222222
3hop_comp_112,0.3,classic_lp,37,60,30,30,7,0.5,0.8108108108108109,0.6185567010309277
3hop_comp_112,0.3,sell,37,21,16,5,21,0.7619047619047619,0.43243243243243246,0.5517241379310345
3hop_comp_115,0.3,classic_lp,69,69,69,0,0,1.0,1.0,1.0
3hop_comp_115,0.3,sell,69,24,24,0,45,1.0,0.34782608695652173,0.5161290322580645
3hop_comp_116,0.3,classic_lp,64,64,64,0,0,1.0,1.0,1.0
3hop_comp_116,0.3,sell,64,27,27,0,37,1.0,0.421875,0.5934065934065934
3hop_comp_120,0.3,classic_lp,80,60,52,8,28,0.8666666666666667,0.65,0.7428571428571429
3hop_comp_120,0.3,sell,80,21,18,3,62,0.8571428571428571,0.225,0.3564356435643564
3hop_comp_121,0.3,classic_lp,75,64,55,9,20,0.859375,0.7333333333333333,0.79136690647482
3hop_comp_121,0.3,sell,75,19,16,3,59,0.8421052631578947,0.21333333333333335,0.34042553191489366
3hop_comp_122,0.3,classic_lp,78,79,75,4,3,0.9493670886075949,0.9615384615384616,0.9554140127388535
3hop_comp_122,0.3,sell,78,25,23,2,55,0.92,0.2948717948717949,0.44660194174757284
3hop_comp_123,0.3,classic_lp,48,48,48,0,0,1.0,1.0,1.0
3hop_comp_123,0.3,sell,48,15,15,0,33,1.0,0.3125,0.47619047619047616
3hop_comp_130,0.3,classic_lp,70,70,70,0,0,1.0,1.0,1.0
3hop_comp_130,0.3,sell,70,18,18,0,52,1.0,0.2571428571428571,0.40909090909090906
3hop_comp_132,0.3,classic_lp,73,78,66,12,7,0.8461538461538461,0.9041095890410958,0.8741721854304636
3hop_comp_132,0.3,sell,73,24,23,1,50,0.9583333333333334,0.3150684931506849,0.4742268041237113
3hop_comp_137,0.3,classic_lp,80,74,73,1,7,0.9864864864864865,0.9125,0.948051948051948
3hop_comp_137,0.3,sell,80,25,25,0,55,1.0,0.3125,0.47619047619047616
3hop_comp_142,0.3,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_142,0.3,sell,79,31,31,0,48,1.0,0.3924050632911392,0.5636363636363637
3hop_comp_0,0.5,classic_lp,73,73,67,6,6,0.9178082191780822,0.9178082191780822,0.9178082191780822
3hop_comp_0,0.5,sell,73,24,23,1,50,0.9583333333333334,0.3150684931506849,0.4742268041237113
3hop_comp_3,0.5,classic_lp,75,84,73,11,2,0.8690476190476191,0.9733333333333334,0.9182389937106918
3hop_comp_3,0.5,sell,75,26,25,1,50,0.9615384615384616,0.3333333333333333,0.495049504950495
3hop_comp_9,0.5,classic_lp,60,69,56,13,4,0.8115942028985508,0.9333333333333333,0.8682170542635659
3hop_comp_9,0.5,sell,60,15,12,3,48,0.8,0.2,0.32000000000000006
3hop_comp_10,0.5,classic_lp,76,82,71,11,5,0.8658536585365854,0.9342105263157895,0.8987341772151899
3hop_comp_10,0.5,sell,76,22,20,2,56,0.9090909090909091,0.2631578947368421,0.4081632653061224
3hop_comp_13,0.5,classic_lp,74,69,60,9,14,0.8695652173913043,0.8108108108108109,0.8391608391608392
3hop_comp_13,0.5,sell,74,28,26,2,48,0.9285714285714286,0.35135135135135137,0.5098039215686275
3hop_comp_15,0.5,classic_lp,64,72,56,16,8,0.7777777777777778,0.875,0.823529411764706
3hop_comp_15,0.5,sell,64,17,14,3,50,0.8235294117647058,0.21875,0.34567901234567905
3hop_comp_21,0.5,classic_lp,79,79,79,0,0,1.0,1.0,1.0
3hop_comp_21,0.5,sell,79,39,39,0,40,1.0,0.4936708860759494,0.6610169491525424
3hop_comp_26,0.5,classic_lp,80,85,75,10,5,0.8823529411764706,0.9375,0.9090909090909091
3hop_comp_26,0.5,sell,80,32,31,1,49,0.96875,0.3875,0.5535714285714286
3hop_comp_29,0.5,classic_lp,78,84,76,8,2,0.9047619047619048,0.9743589743589743,0.9382716049382716
3hop_comp_29,0.5,sell,78,38,33,5,45,0.868421052631579,0.4230769230769231,0.5689655172413792
3hop_comp_32,0.5,classic_lp,80,75,75,0,5,1.0,0.9375,0.967741935483871
3hop_comp_32,0.5,sell,80,28,28,0,52,1.0,0.35,0.5185185185185185
